DTXSID,SMILES
DTXSID00583641,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
DTXSID00584835,COc1ccc(C(Cl)(c2ccccc2)c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
DTXSID00585029,CCCC[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.F[P-](F)(F)(F)(F)F
DTXSID00585307,FC1(F)C(c2cccs2)=C(c2cccs2)C(F)(F)C1(F)F
DTXSID00596453,FC(F)(F)C(F)(F)C(F)(F)C(F)(Cl)Cl
DTXSID00597844,CC(F)(F)C(F)(F)C(=O)O
DTXSID0059794,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID0059796,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
DTXSID0059798,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID0059829,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00598553,O=C(O)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F
DTXSID0059871,NC(=O)C(F)(F)C(F)(F)F
DTXSID0059873,O=S(=O)(F)C(F)(F)C(F)(F)F
DTXSID0059875,O=S(=O)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
DTXSID0059877,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00598770,FC(F)=C(F)OC(F)(F)C(F)(Br)C(F)(F)F
DTXSID0059879,OCC(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID00600903,C=CCC(F)(F)C(F)(F)F
DTXSID0060147,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
DTXSID0060513,FC(F)=C(F)Br
DTXSID0060985,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(=O)Cl
DTXSID0061038,FC1(F)C(Cl)=C(Cl)C(F)(F)C1(F)F
DTXSID00610941,FC(F)(F)C(F)(F)C(F)(F)OC1(F)C2C3C=CC(C3)C2C1(F)F
DTXSID00611211,FC(F)(CC1CO1)C(F)(F)CC1CO1
DTXSID00611519,O=C(O)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
DTXSID00617692,O=C(N1c2ccccc2Sc2ccccc21)C(F)(F)C(F)(F)F
DTXSID0061826,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)F
DTXSID00618548,N#CC(F)(F)C(F)(F)OC(F)(F)C(F)Cl
DTXSID00620126,FC1(F)CC(F)(F)C1(F)F
DTXSID00620545,CN(C)C(F)(F)C(F)F
DTXSID00621037,CCCC[P+](CCCC)(CCCC)CCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
DTXSID00621512,CC1(COCC(F)(F)C(F)(F)C(F)(F)F)COC1
DTXSID00622963,CCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00623137,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00623819,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00625237,FC(F)C(F)(F)C(F)(F)C(F)I
DTXSID00625853,FC(F)(Br)C(F)(F)Oc1ccc(-c2ccc(OC(F)(F)C(F)(F)Br)cc2)cc1
DTXSID00627110,OCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00627413,C=C(F)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00631136,CCCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCCC)OCCC
DTXSID00631272,FC(F)(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00631393,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)F
DTXSID00631439,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Br)=CBr
DTXSID00631792,C[Si](Cl)(Cl)C(F)(C(F)F)C(F)(F)F
DTXSID00631919,O=CC(CC(F)(F)C(F)(F)F)C(F)(F)F
DTXSID00631939,CCN(CC)C(=O)C(CC(F)(F)C(F)(F)F)C(F)(F)F
DTXSID00632764,O=C(O)C(F)(F)C(F)(F)S(=O)(=O)O
DTXSID00634006,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00635210,FC(F)(Cl)C(F)(Br)Br
DTXSID00635255,Nc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1F
DTXSID0065931,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID0066296,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID00663078,FC(F)C(F)(F)C(F)(F)OC(F)(F)F
DTXSID00663114,O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00668381,CCCSC1(F)C=C(F)C1(F)F
DTXSID0067054,[K+].[K+].[O-]c1ccc(C(c2ccc([O-])cc2)(C(F)(F)F)C(F)(F)F)cc1
DTXSID00672862,C[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(Cl)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID0067846,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID0067848,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00681090,CO[Si](CCC(F)(F)C(F)(F)C(F)(F)F)(OC)OC
DTXSID0068523,C=CC(=O)OCCN(C)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID0069042,FC(F)(F)C(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F
DTXSID00696427,CC=CC(=O)OC(F)(C(F)F)C(F)(F)F
DTXSID00696689,O=C(O)C(F)=C(F)C(F)(F)C(F)(F)F
DTXSID00698325,CC(C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC(=O)ON=C(C#N)c1ccccc1
DTXSID00701000,CC(CO)(CO)N(C(=O)C(F)(F)C(F)(F)C(N)=O)C(C)(CO)CO
DTXSID00702219,FC(F)(Cl)C(F)(F)C=CI
DTXSID00706191,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC=Cc1ccccc1
DTXSID00707966,CCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID0070869,C=C(C)C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00709107,O=C(OO)C(F)(F)C(F)(F)F
DTXSID0071047,CC[NH3+].O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID00711088,FC(F)(F)C(F)(F)c1cccc(Br)c1
DTXSID00711149,CC(C)OC(F)(F)C(F)(F)C(F)F
DTXSID0071332,CN(CCCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID0071334,CCN(CCC[Si](OC)(OC)OC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00713527,C1CNCCN1.O=C(O)C(F)(F)C(F)(F)F
DTXSID00718315,F[B-](F)(F)C(F)(F)C(F)(F)F.[K+]
DTXSID0071889,CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID0072352,C1CC[NH2+]CC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID0072354,CCN(CCCP(=O)(O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID0072356,CCOP(=O)(CCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC
DTXSID0072772,CC(=O)O.CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID0073118,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID0073168,COC(=O)C(C(F)(F)F)C(F)(F)F
DTXSID0073900,FC(F)C(F)(F)C(F)(F)C(F)F
DTXSID0073904,CC(F)(F)C(F)(F)Cl
DTXSID0073906,FC(F)C(F)(F)C(F)(F)Cl
DTXSID0074059,FC(F)OCC(F)(F)C(F)(F)F
DTXSID0074130,[O]OC(F)(F)C(F)(F)F
DTXSID00750730,COC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
DTXSID00750735,N#Cc1ccc(OC(=O)c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
DTXSID00752173,CCCC=CC(=O)C(F)(F)C(F)(F)F
DTXSID00752178,CC=CC=CC(=O)C(F)(F)C(F)(F)F
DTXSID00753084,OC(F)(F)C(F)(F)C(F)(F)Cl
DTXSID00754314,FC(=NBr)C(F)(F)C(F)(F)F
DTXSID00758594,CC(Br)C(O)(CBr)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00758852,O=C(C(F)(F)C(F)(F)I)C(F)(C(F)(F)F)C(F)(F)F
DTXSID00760218,CC(C)=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00762252,O=S(=O)(CCCO)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00762974,CCCCCCC(I)=CC(F)(F)C(F)(F)C(F)(F)F
DTXSID00763345,FC(=CI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID00763441,C=Cc1ccc(OCC(F)(F)C(F)(F)C(F)(F)F)cc1
DTXSID00765162,O=C(O)CCCCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00765263,CCCCCCCCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00765521,O=P(O)(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID00766215,O=C(O)C(F)(F)C(F)(F)C(F)(F)S(=O)O
DTXSID00766376,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(C(F)(F)F)C(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F
DTXSID00766654,FC1=C(F)C(F)(F)C(F)(C(F)F)C(F)(F)C1(F)F
DTXSID00766851,C=Cc1ccc(COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
DTXSID00766972,O=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)c1ccc(O)cc1
DTXSID00766992,CCOP(=O)(OCC)C(F)(F)C(F)(F)F
DTXSID00767080,O=C(O)c1ccccc1.OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00768057,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
DTXSID00768577,FC(=CC(F)(F)C(F)(F)F)N=Nc1ccccc1
DTXSID00769726,CC(=O)O.OCC(I)CC(F)(Cl)C(F)(F)Cl
DTXSID00771905,CC(C)(O)C(I)=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00773505,C=CCOCC(OC(=O)[O-])C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00774092,OCCN(CCO)CC(O)CC(F)(F)C(F)(F)C(F)(F)F
DTXSID00775302,COC(=O)[C@@H]1O[C@@H]1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00775625,O=C(Oc1ccc([N+](=O)[O-])cc1)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00775923,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CCCCCC1
DTXSID00776036,C[Si](OCC(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)F
DTXSID00780638,OCC(CO)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00781089,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCS
DTXSID00782556,C[Si](C)(Cl)CCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00784373,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N=NC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00786953,O=P(O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00787162,O=C(NCO)c1ccc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
DTXSID00787364,FC(F)(F)C(F)(F)C(F)(F)c1nnc(C(F)(F)C(F)(F)C(F)(F)F)nn1
DTXSID00787369,Fc1nc(F)c(C(F)(C(F)(F)F)C(F)(F)F)nc1C(F)(C(F)(F)F)C(F)(F)F
DTXSID00789409,FC(F)(F)C(F)(F)[Se][Se][Se]C(F)(F)C(F)(F)F
DTXSID00791668,O=C(O)CCCCCC(CCCCC(F)(F)C(F)(F)C(F)(F)F)C(CCCCCC(=O)O)CCCCC(F)(F)C(F)(F)C(F)(F)F
DTXSID00792716,O=C(O)Nc1ccccc1.OCC(F)(F)C(F)(Cl)Cl
DTXSID00793925,FC(Sc1ccccc1)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00794573,CCOC(=O)C(F)(F)C(F)(Cl)C(F)(F)C(F)=C(F)F
DTXSID00796638,NCC(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00797867,OCCOCC(F)(F)C(F)(F)COCc1ccccc1
DTXSID00800360,CCC[N+](CCC)(CCC)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[I-]
DTXSID00802945,O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F
DTXSID00803452,OCCOCCOCCOCC(F)(F)C(F)(F)F
DTXSID00805092,OC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
DTXSID00806160,CCCCCC(=O)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID00808240,O=C1OC(CC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F)CC(O)CC(CC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F)OC(=O)c2ccccc21
DTXSID00813814,O=C(OCCF)C(F)(F)C(F)(F)F
DTXSID00816406,Cl.Nc1ccccc1C(F)(F)C(F)(F)c1ccccc1
DTXSID00817377,C=C(C)C1(F)OC(F)(F)C(F)(F)OC1(F)F
DTXSID00818329,O=C(F)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
DTXSID00818945,CCC(C=O)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00822163,NC(=O)C(F)(F)C(F)(F)C(=O)Nc1ccccc1N
DTXSID00822305,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c2[nH]c(C(F)(F)C(F)(F)C(F)(F)F)nc12
DTXSID00822683,FC(=C(F)C(F)(F)C(F)(F)F)c1ccccc1
DTXSID00822784,C=C1C(=C)C(F)(F)C1(F)F
DTXSID00822860,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[SiH3]
DTXSID00824622,FC(F)(I)CC(F)(Cl)C(F)(F)Cl
DTXSID00825593,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID00826287,[CH3][Sn]([CH3])([CH3])[C](F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00829253,O=S(=O)(O[N+]([O-])=Nc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00830708,C=CC(C)C(F)(C(=O)OCC=CC)C(F)(F)F
DTXSID00831230,OCC1(CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
DTXSID00832080,CCOC(=O)C=C(N)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00833310,C=CC(=O)OCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00834781,O=C1OC(=O)C2C1CC=CC2C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00836407,FOOC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
DTXSID00838880,CCC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC(=O)NNC(=O)[O-]
DTXSID00838885,O=C(Cl)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00839211,FC(F)(F)C(F)(F)CCC[S+]1CCCC1.[Cl-]
DTXSID00840842,FC1(F)Cc2cc(Cl)ccc2C1(F)F
DTXSID00843777,FC(=C(S)S)C(F)(F)C(F)(F)F
DTXSID00844623,O=C(O)C(F)OC(F)(F)C(F)(F)OC(F)(F)F
DTXSID00846723,O=C(O)C(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID00848040,CC(C)=CC=C(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00850027,O=C(O)c1ccccc1OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00853098,FC1(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F
DTXSID00855532,FB(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00861931,FC(F)C(F)C(F)(F)F
DTXSID00870523,OCC(F)(F)C(F)C(F)(F)F
DTXSID00871631,*C(F)(F)F.*F.*F.FC1C(F)C(F)(F)C(F)(F)C2(F)C1C(F)(F)C(F)(F)C(F)(F)C2(F)F
DTXSID00873014,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00873413,O=P([O-])(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00874026,O=C([O-])C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F.[NH4+]
DTXSID00880026,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
DTXSID00880122,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
DTXSID00880127,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Ag+]
DTXSID00880147,O=C(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID00880162,O=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
DTXSID00880187,O=C(O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl
DTXSID00880203,NS(=O)(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(=O)[O-])C(F)(F)F.[NH4+]
DTXSID00880208,C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(=O)[O-]
DTXSID00880223,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID00880228,CC(O)C(F)(F)C(F)F
DTXSID00880243,FC(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
DTXSID00880248,FC(F)(F)C(=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F
DTXSID00880389,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS
DTXSID00880420,C=C(C)C(=O)OC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CF
DTXSID00880465,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1
DTXSID00880521,FC(F)(F)C1(F)OC(F)(OC(F)(C(F)(F)F)C(F)(OC2(F)OC(F)(C(F)(F)F)C(F)(F)OC2(F)C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)OC1(F)F
DTXSID00880541,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCl
DTXSID00880546,NCCNCCNCCNOS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00880581,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Cr+3]
DTXSID00880607,O=S(=O)([O-])c1ccccc1CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
DTXSID00880940,O=C(O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F
DTXSID00880960,Cc1ccc(NC(=O)OC(CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)cc1NC(=O)N1CC1C
DTXSID00880965,CCCCCCCCCCCCCCCCCCNC(=O)c1ccc(Cc2ccc(C(=O)NCCN(CCC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
DTXSID00880980,C=COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID00880985,C[N+](C)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[I-]
DTXSID00881013,O=C(O)C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00881018,CC(COCC(C)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID00881053,C[N+](CCO)(CCO)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[I-]
DTXSID00881058,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID00881073,O=P([O-])([O-])OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+].[NH4+]
DTXSID00881114,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID00881119,*C(F)(F)F.*F.*F.*F.*F.*F.CCN(CC)CC.NS(=O)(=O)C(F)C(F)C(F)C(F)C(F)C(F)C(F)(F)F
