DTXSID,SMILES
DTXSID30896690,OCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID30896695,O=P([O-])(O)OCC(F)(F)C(F)(F)C(F)(F)F
DTXSID30896711,O=C(O)[C@H]1CC[C@H](C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1
DTXSID30896716,NC(=O)OC(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID30896731,Oc1ccc(N=Nc2ccc(-c3ccc(C(F)(F)C(F)(F)C(F)(F)F)cc3)cc2)c(F)c1
DTXSID30896736,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1C(F)(F)C(F)(F)C(F)(F)F
DTXSID30896751,CC(NC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)c1ccccc1
DTXSID30896897,C=CC(=O)OCCNCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID30896958,OC(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)F
DTXSID30896978,C[NH3+].O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID30896993,CC[NH+](CC)CC.O=P([O-])(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID30897006,OC(c1ccc(Br)cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID30897021,O=C(NCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID30897026,FC(F)(F)C(F)(F)C(F)(F)c1nc2ccccc2o1
DTXSID30897041,FC(F)(F)C(F)(F)C(F)(F)C(C=NNc1ccccc1)=NNc1ccccc1
DTXSID30897046,CC(=O)OI(OC(C)=O)c1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1
DTXSID30897187,FC(F)(F)C(F)(F)C(F)(F)COP1(OCC(F)(F)C(F)(F)C(F)(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)C(F)(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)C(F)(F)F)=N1
DTXSID30897304,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.[La+3]
DTXSID30897309,CC12CCC([C-](C(=O)C(F)(F)C(F)(F)C(F)(F)F)C1=O)C2(C)C.CC12CCC([C-](C(=O)C(F)(F)C(F)(F)C(F)(F)F)C1=O)C2(C)C.CC12CCC([C-](C(=O)C(F)(F)C(F)(F)C(F)(F)F)C1=O)C2(C)C.[Yb+3]
DTXSID30897480,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.[Pb+2]
DTXSID30897485,CCCCCCCC[N+]1(CCCCCCCC)CCN(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1.[I-]
DTXSID30897506,COc1ccc(C(OC[C@H]2OC(n3cnc4c(=O)[nH]c(NC(=O)C(C)C)nc43)C[C@@H]2OP(OCCC#N)N(C(C)C)C(C)C)(c2ccccc2)c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
DTXSID30897521,CC[NH+](CC)CC.O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
DTXSID30897526,FC(F)(F)[C@]1(F)C(F)(F)[C@](F)(C(F)(F)F)C1(F)F
DTXSID30897546,O=C(Nc1ccccn1)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F
DTXSID30897561,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F
DTXSID30904002,Cc1ccc(C2Nc3ccccc3C(=O)N2c2ccccc2)cc1
DTXSID30904582,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID30904749,O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)O)C(F)(F)F
DTXSID30905478,OC(CC1(O)C(F)(F)C(F)(F)C1(F)F)c1ccccc1
DTXSID30929078,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)[Si]12OCCN(CCO1)CCO2
DTXSID30931595,O=C1C2=COC(C(F)(F)C(F)(F)F)CC2=C(Cl)C(=O)C1=C(O)O
DTXSID30932269,O=C1C(F)(F)C(F)(F)C12CCCCC2
DTXSID30952942,FC1(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C3(F)C(F)(F)C(F)(F)C(F)(C1(F)F)C23F
DTXSID30955377,FC(F)(F)C(F)(F)N(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID30956900,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(=O)[O-].[Ag+].[Ag+]
DTXSID30958601,FC(F)(Br)C(F)(Cl)C(F)(Cl)C(F)(F)Br
DTXSID30958843,CCC(=O)C(F)(F)C(F)(F)F
DTXSID30974028,ClC(Cl)Cl.FC(F)(Cl)C(F)(Cl)Cl
DTXSID3097848,O=C(O)C(F)(F)C(F)(F)F
DTXSID30978602,O=C(O)c1ccnc(Cl)c1F
DTXSID30996548,CC(O)=Nc1ccc(-c2ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
DTXSID401007893,CCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID401009906,O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl
DTXSID401009918,O=P([O-])(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
DTXSID401023586,O=P(O)(O)OCC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F
DTXSID401023629,CSC(F)(F)C(F)(F)C(F)(F)OC(F)=C(F)F
DTXSID401023643,COC(=O)C(F)(OC(F)(F)C(F)(F)OC(F)(C(=O)OC)C(F)(F)F)C(F)(F)F
DTXSID401023724,N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(Br)C(F)(F)Br
DTXSID401023774,CCOP(=O)(O)CCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F
DTXSID40108559,O=C([O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[NH4+]
DTXSID40144396,CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC
DTXSID40159526,C1CN2CCO[Si+](O1)OCC2.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C[CH-]I
DTXSID40167989,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl.[NH4+]
DTXSID40178671,Cc1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1
DTXSID40178853,O=C(Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40179906,O=C(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(=O)c1ccccc1
DTXSID40185108,FC(F)(F)C(F)(F)C(F)(F)C1NCCN1
DTXSID40186211,O=C(n1ccnc1)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40186438,FC(Cl)(Cl)C(F)(F)OCCl
DTXSID40187142,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40188992,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID40188997,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40189464,FC(F)(F)C(F)(F)N(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
DTXSID40190398,O=S(=O)(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40190838,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
DTXSID40191360,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+]
DTXSID40193748,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
DTXSID40195025,FC(F)(F)C(F)(F)CBr
DTXSID40195282,COC(F)(F)C(F)F
DTXSID40196214,CN(C)NC(=S)C(F)(F)C(F)(F)F
DTXSID40197408,C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40198753,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(N)=O
DTXSID40198839,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F.[NH4+]
DTXSID40204383,FC1(F)C(F)(F)C(F)(F)C(F)(C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C1(F)F
DTXSID40204489,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40221959,O=C(n1ccnc1)C(F)(F)C(F)(F)F
DTXSID40226388,CCCCCCCCCCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40229475,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID40234928,CCCN(CC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
DTXSID40235137,CO[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC
DTXSID40239594,O=P([O-])(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+]
DTXSID40239599,O=P([O-])(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[NH4+]
DTXSID40239857,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID40240524,CCCCC(F)(F)C(F)(F)F
DTXSID40240827,CCC(C)=NO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(ON=C(C)CC)ON=C(C)CC
DTXSID40240983,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40243257,O=C(CC1(Cl)C(F)(F)C(F)(F)C1(F)F)c1ccccc1
DTXSID40275710,FC(F)(F)[C@](F)(Br)C(F)(F)Br
DTXSID40276525,O=S(=O)(O)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
DTXSID40277653,FC(F)=C(F)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl
DTXSID40283714,O=c1[nH]c(C(F)(F)C(F)(F)F)c(F)c(=O)[nH]1
DTXSID40285778,O=C1CCCCC1C(=O)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40290781,N=C(N)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40292124,O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1csc2ccccc12
DTXSID40292861,CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID40293010,O=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID40293631,O=C(O)C(F)(F)C(F)(F)F.c1ccc(N2CCNCC2)cc1
DTXSID40320032,FC(F)(c1nc2ccccc2[nH]1)C(F)(F)C(F)(F)c1nc2ccccc2[nH]1
DTXSID40320072,O=S(=O)(OC(F)(F)F)C(F)(F)F
DTXSID40326539,C=CCNCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40329969,CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F.[V]
DTXSID40330474,Cc1ccccc1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40330479,O=S(=O)(Oc1ccc2ccccc2c1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40334477,O=C(O)C(F)(F)C(F)(Cl)C(F)(F)Cl
DTXSID40335702,CCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40336476,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOCC1CO1
DTXSID40337443,OCCCC(F)(C(F)(F)F)C(F)(F)F
DTXSID40337468,FC(F)C(F)(F)CI
DTXSID40338359,FC(F)(F)C(F)(F)C(F)(F)OC1(F)C2C=CC(C2)C1(F)F
DTXSID40338591,FC(F)(F)C(C(=S)C(F)(F)C(F)(F)F)C(F)(F)F
DTXSID40338632,FC(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40338637,FN(F)C(F)(F)C(F)(F)N(Cl)Cl
DTXSID40338657,O=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40338672,FC(F)(F)C1(F)C(F)(F)C2=C(C(F)(F)C(F)(F)C(F)(F)C2(F)F)C1(F)F
DTXSID40339447,CCC(F)(F)C(F)(F)C1CC(F)(F)C1(F)F
DTXSID40339866,FC(F)(Cl)C(F)(Cl)C(F)(Cl)C(F)(F)Cl
DTXSID40340351,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=NCCc1ccccc1
DTXSID40366278,O=S(=O)(c1ccc(Cl)cc1)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40370976,CC(=O)n1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40371089,FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1
DTXSID40371105,O=C(C=CC(=O)OCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40371286,FC(F)(F)C(F)(F)C(F)(F)C(CCBr)(C(F)(F)F)C(F)(F)F
DTXSID40371302,O=C(CBr)C(F)(F)C(F)(F)F
DTXSID40371327,N#CC(F)(Br)C(F)(F)F
DTXSID40371923,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID40371928,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID40372192,C=CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40375108,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(=O)C(=C)C
DTXSID40377687,COC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F
DTXSID40377824,O=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40379267,CC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40379282,O=C(C(F)C(=O)C(F)(F)F)C(F)(F)F
DTXSID40379287,FC(F)(F)C(F)(F)C(F)(F)C1CCCCC1I
DTXSID40379363,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COP1(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=N1
DTXSID40379560,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40379666,CN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)[Si](C)(C)C
DTXSID40379702,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CO1
DTXSID40379722,C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(=C)C
DTXSID40379727,O=C(Br)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID40379742,FC(F)(Cl)C(F)(Cl)C(F)(F)C(Cl)(Cl)Cl
DTXSID40379767,Cc1ccc(S(=O)(=O)OCC(F)(F)C(F)(F)F)cc1
DTXSID40379782,C=CC(=O)OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
DTXSID40379808,O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID40379904,C=C(C)C(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
DTXSID40379924,CC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40380015,N=C(N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=N)N
DTXSID40380212,FC1(F)Oc2ccc(Br)cc2OC1(F)F
DTXSID40380257,O=C(O)C=CC(F)(C(F)(F)F)C(F)(F)F
DTXSID40380272,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Br)(Br)CBr
DTXSID40380757,O=P(OCC(F)(F)C(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F
DTXSID40380797,OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F
DTXSID40380853,FC(F)(F)COC(F)(Br)C(F)(Br)C(F)(F)F
DTXSID40380878,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Mg+2]
DTXSID40381087,OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F
DTXSID40381188,FC(F)(Br)OC(F)(F)C(F)(F)OC(F)(F)Br
DTXSID40381269,OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40381668,NC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
DTXSID40381981,CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40381986,C=CCOC(F)(F)C(F)(F)S(=O)(=O)F
DTXSID40382054,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CI
DTXSID40382074,O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F.[K+]
DTXSID40382115,COC(=O)C(F)(F)C(F)(F)Cl
DTXSID40382135,C=C(F)C(=O)OCC(F)(F)C(F)(F)F
DTXSID40382150,O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F.[Na+]
DTXSID40382155,O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
DTXSID40382352,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](Cl)(Cl)Cl
DTXSID40389028,O=C(NC1CC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID40392097,O=C(O)CSC(F)(F)C(F)(F)C(F)(F)F
DTXSID40392395,O=C(C(F)(F)F)C(F)(F)C(F)(F)F
DTXSID40399506,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(Br)cc1
DTXSID40402943,OC(C(F)(F)F)C(F)(F)C(F)(F)F
DTXSID40405737,C=CCC(F)(Cl)C(F)(F)Br
DTXSID40409831,CC1CCc2c(sc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)c2C(N)=O)C1
DTXSID40410947,CC(F)(F)C(F)(F)C(=O)CC(=O)C(F)(F)F.CC(F)(F)C(F)(F)C(=O)CC(=O)C(F)(F)F.[Cu+2]
DTXSID4041284,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-]
DTXSID4041286,CN(C)CCCN(CC(O)CS(=O)(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
DTXSID40419354,FC(F)(F)C(F)(F)c1nc2nc(Cl)c(Cl)nc2[nH]1
DTXSID40420521,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.[Eu+3]
DTXSID40424084,O=C(O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl
DTXSID40432922,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1N
DTXSID40433454,O=C(O)CCCCCCCCCCC(F)(F)C(F)(F)F
DTXSID40436107,OCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40436965,FC(F)(F)C(=CC(F)(F)C(F)(F)F)C(F)(F)F
DTXSID40437856,O=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)F
DTXSID40439436,NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40440941,O=C(O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40440946,C=C[CH2][Sn]([CH2]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)([CH2]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[CH2]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40441872,O=C(F)C(F)(N(C(F)(F)F)C(F)(F)F)C(F)(F)F
DTXSID40446665,OCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40446988,O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)F
DTXSID40447056,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1
DTXSID40447475,C[Si](C)(C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40447874,OCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40449914,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](Br)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40451956,FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
DTXSID40454503,O=C(OCc1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)ON1C(=O)CCC1=O
DTXSID40456002,O=C1CCCCC1C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40457130,O=C1C=CC(=O)N1CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID40457135,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCI
DTXSID40457832,O=C(CI)NCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
